time,users,connected 
0,13,12 
10,29,13 
20,29,-16 
30,29,-6 
40,29,-2 
50,29,0 
60,39,38 
70,51,5 
80,51,-27 
90,51,-14 
100,51,28 
110,102,66 
120,109,-31 
130,109,-59 
140,109,-6 
150,109,59 
160,233,172 
170,237,-5 
180,237,-105 
190,237,-109 
200,237,-11 
210,237,108 
220,401,289 
230,448,18 
240,448,-97 
250,448,-241 
260,448,-75 
267,448,-4 
