time,size_sent,size_rcv 
0,9.26015625,75.48515625 
10,63.0359375,839.915625 
20,97.83828125,1301.18125 
30,105.484375,1405.72578125 
40,107.13828125,1411.84296875 
50,108.353125,1418.91875 
60,142.87890625,1710.41953125 
70,258.3375,3075.978125 
80,312.42421875,3892.55390625 
90,323.546875,4084.47734375 
100,336.33828125,4215.575 
110,493.48515625,5436.19375 
120,687.67109375,8572.6421875 
130,755.43125,9687.36328125 
140,762.74609375,9801.5109375 
150,787.99921875,10010.2890625 
160,1001.1203125,10787.14453125 
170,1255.63828125,12643.9703125 
180,1542.36015625,18066.88046875 
190,1632.36171875,20137.48515625 
200,1639.73828125,20271.35 
210,1683.5078125,20543.78671875 
220,1964.0328125,21418.08203125 
230,2456.00703125,23172.6515625 
240,2851.971875,27859.1578125 
250,3089.853125,33270.34921875 
260,3149.278125,34517.59296875 
267,3150.9984375,34527.425 
