time,size_sent,size_rcv 
0,9.26015625,75.48515625 
10,53.77578125,764.43046875 
20,34.80234375,461.265625 
30,7.64609375,104.54453125 
40,1.65390625,6.1171875 
50,1.21484375,7.07578125 
60,34.52578125,291.50078125 
70,115.45859375,1365.55859375 
80,54.08671875,816.57578125 
90,11.12265625,191.9234375 
100,12.79140625,131.09765625 
110,157.146875,1220.61875 
120,194.1859375,3136.4484375 
130,67.76015625,1114.72109375 
140,7.31484375,114.14765625 
150,25.253125,208.778125 
160,213.12109375,776.85546875 
170,254.51796875,1856.82578125 
180,286.721875,5422.91015625 
190,90.0015625,2070.6046875 
200,7.3765625,133.86484375 
210,43.76953125,272.43671875 
220,280.525,874.2953125 
230,491.97421875,1754.56953125 
240,395.96484375,4686.50625 
250,237.88125,5411.19140625 
260,59.425,1247.24375 
267,1.7203125,9.83203125 
