time,recvpackets@tsung_controller@ip-172-31-31-91 
10,546 
20,942.0 
30,348.0 
40,35.0 
50,1020.0 
60,1477.0 
70,949.0 
80,63.0 
90,531.0 
100,2965.0 
110,2849.0 
120,785.0 
130,48.0 
140,2473.0 
150,6360.0 
160,3496.0 
170,831.0 
180,206.0 
190,6829.0 
200,13785.0 
210,8479.0 
220,841.0 
230,56.0 
240,12082.0 
250,31006.0 
260,18321.0 
270,3002.0 
280,229.0 
290,23860.0 
300,65751.0 
310,44611.0 
320,8142.0 
330,561.0 
340,34.0 
350,2.0 
360,13325.0 
370,108880.0 
380,166363.0 
390,57345.0 
400,5834.0 
410,346.0 
420,10.0 
430,16.0 
440,92211.0 
