time,freemem@tsung_controller@ip-172-31-31-91 
0,375558.77734375 
10,375551.8828125 
20,375546.6171875 
30,375549.078125 
40,375551.7734375 
50,375541.484375 
60,375534.06640625 
70,375531.88671875 
80,375535.8125 
90,375535.91015625 
100,375507.89453125 
110,375500.8671875 
120,375505.41015625 
130,375522.0234375 
140,375505.921875 
150,375453.1328125 
160,375460.17578125 
170,375497.71875 
180,375501.66015625 
190,375417.27734375 
200,375336.01953125 
210,375371.7578125 
220,375455.29296875 
230,375469.046875 
240,375327.46484375 
250,375138.59375 
260,375172.70703125 
270,375343.0859375 
280,375405.4453125 
290,375121.78515625 
300,374736.15625 
310,374808.40234375 
320,375168.9375 
330,375262.09375 
340,375284.88671875 
350,375285.859375 
360,375118.80859375 
370,374073.921875 
380,373933.23046875 
390,374574.59375 
400,375021.32421875 
410,375071.828125 
420,375078.5 
430,375087.34765625 
440,373937.70703125 
