time,200,400,502,422,302 
0,4.3,,,,2.4 
10,8.2,,,,5.9 
20,3.1,,,,1.6 
30,0.6,,,,0.4 
40,9,,,,4.8 
50,13.1,,,,9.6 
60,7.4,,,,4.8 
70,1.6,,,,0.5 
80,4.7,,,,1.3 
90,25.9,,,,17.6 
100,26.6,,,,17.7 
110,8.8,,,,4.1 
120,0.7,,,,0.4 
130,24.4,,,,14 
140,56.7,,,,38.8 
150,30.2,,,,17.6 
160,6.4,,,,2.6 
170,1.7,,,,1 
180,65.1,,,,35.8 
190,115.3,,,,83.3 
200,67.2,,,,38.2 
210,11.2,,,,4.6 
220,1.6,,,,0.4 
230,118.3,,,,67 
240,229.5,,,,162.1 
250,131.1,,,,77.7 
260,30.4,,,,13.9 
270,3.8,,,,0.9 
280,201.4,,,,111 
290,448.4,,,,319.7 
300,271.7,,,,160.9 
310,62.6,,,,29.4 
320,7.6,,,,2.4 
330,0.7,,,,0.3 
340,0,,,,0 
350,122.7,,,,31.1 
360,740.6,,,,500.6 
370,787.2,,,,546.8 
380,278.9,,,,141 
390,49.8,,,,20.2 
400,4.3,,,,1.7 
410,0.6,,,,0.2 
420,0.2,,,,0.1 
430,817.4,,,,436.3 
440,1079.7,0.4,47.1,14.2,795 
