time,users,connected 
0,22,23 
10,20,20 
20,4,4 
30,0,0 
40,37,38 
50,34,36 
60,10,11 
70,1,1 
80,36,33 
90,107,106 
100,47,52 
110,7,7 
120,1,1 
130,128,124 
140,155,157 
150,46,47 
160,8,8 
170,0,0 
180,295,291 
190,326,329 
200,88,88 
210,12,13 
220,0,0 
230,568,569 
240,648,669 
250,211,219 
260,27,33 
270,2,2 
280,1018,977 
290,1332,1355 
300,426,449 
310,55,61 
320,6,6 
330,0,0 
340,0,0 
350,928,864 
360,3023,2937 
370,1659,1708 
380,367,384 
390,35,39 
400,5,5 
410,1,1 
420,0,0 
430,4372,3882 
440,6944,6356 
