time,recvpackets@tsung_controller@ip-172-31-31-91 
10,546 
20,942 
30,942 
40,942 
50,1020 
60,1477 
70,1477 
80,1477 
90,1477 
100,2965 
110,2965 
120,2965 
130,2965 
140,2965 
150,6360 
160,6360 
170,6360 
180,6360 
190,6829 
200,13785 
210,13785 
220,13785 
230,13785 
240,13785 
250,31006 
260,31006 
270,31006 
280,31006 
290,31006 
300,65751 
310,65751 
320,65751 
330,65751 
340,65751 
350,65751 
360,65751 
370,108880 
380,166363 
390,166363 
400,166363 
410,166363 
420,166363 
430,166363 
440,166363 
