time,users_count,finish_users_count 
0,2.3,0.1 
10,0.7,0.9 
20,0,1.6 
30,0,0.4 
40,3.9,0.2 
50,1.9,2.2 
60,0,2.4 
70,0,0.9 
80,3.6,0.1 
90,8.1,1 
100,0.3,6.3 
110,0,4 
120,0,0.6 
130,13.1,0.4 
140,8.7,6 
150,0,10.9 
160,0,3.8 
170,0,0.8 
180,30,0.5 
190,18,14.9 
200,0,23.8 
210,0,7.6 
220,0,1.2 
230,58.5,1.7 
240,36.1,28.1 
250,0,43.7 
260,0,18.4 
270,0,2.5 
280,104.5,2.9 
290,78.6,47.2 
300,0,90.6 
310,0,37.1 
320,0,4.9 
330,0,0.6 
340,0,0 
350,92.8,0 
360,243.5,34 
370,29.7,166.1 
380,0,129.2 
390,0,33.2 
400,0,3 
410,0,0.4 
420,0,0.1 
430,442.1,4.9 
440,308.9,51.7 
