time,sentpackets@tsung_controller@ip-172-31-31-91 
10,353 
20,400.0 
30,150.0 
40,33.0 
50,625.0 
60,723.0 
70,396.0 
80,53.0 
90,431.0 
100,1607.0 
110,1349.0 
120,379.0 
130,41.0 
140,1801.0 
150,3107.0 
160,1515.0 
170,337.0 
180,271.0 
190,4539.0 
200,6877.0 
210,3785.0 
220,476.0 
230,54.0 
240,8419.0 
250,14915.0 
260,7171.0 
270,1328.0 
280,154.0 
290,15887.0 
300,30596.0 
310,17232.0 
320,3256.0 
330,313.0 
340,31.0 
350,1.0 
360,11227.0 
370,57449.0 
380,62335.0 
390,19997.0 
400,2991.0 
410,176.0 
420,10.0 
430,19.0 
440,64024.0 
