time,request,connect 
0,6.906,0.847 
10,6.32,0.847 
20,6.32,0.847 
30,6.32,0.847 
40,5.731,0.693 
50,5.465,0.693 
60,5.465,0.693 
70,5.465,0.693 
80,5.465,0.693 
90,4.95,0.667 
100,4.95,0.667 
110,4.95,0.667 
120,4.95,0.667 
130,4.424,0.667 
140,4.21,0.608 
150,4.21,0.608 
160,4.21,0.608 
170,4.21,0.608 
180,4.207,0.554 
190,3.883,0.528 
200,3.883,0.528 
210,3.883,0.528 
220,3.883,0.528 
230,3.883,0.501 
240,3.845,0.48 
250,3.663,0.48 
260,3.663,0.48 
270,3.663,0.48 
280,3.663,0.48 
290,3.578,0.459 
300,3.578,0.459 
310,3.578,0.459 
320,3.578,0.459 
330,3.578,0.459 
340,3.578,0.459 
350,3.578,0.448 
360,3.578,0.396 
370,3.578,0.389 
380,3.578,0.389 
390,3.578,0.389 
400,3.578,0.389 
410,3.578,0.389 
420,3.578,0.389 
430,3.578,0.369 
440,0.026,0.338 
