time,sentpackets@tsung_controller@ip-172-31-24-72 
10,205 
20,846 
30,846 
40,846 
50,846 
60,846 
70,846 
80,846 
90,846 
100,846 
110,846 
120,846 
130,846 
140,846 
150,846 
160,846 
170,846 
180,846 
182,846 
