time,recvpackets@tsung_controller@ip-172-31-24-72 
10,378 
20,1125.0 
30,412.0 
40,120.0 
50,0.0 
60,1.0 
70,20.0 
80,57.0 
90,86.0 
100,276.0 
110,1531.0 
120,2161.0 
130,750.0 
140,161.0 
150,1.0 
160,0.0 
170,32.0 
180,63.0 
182,33.0 
