time,request,connect 
0,4.15,0.761 
10,4.15,0.761 
20,4.15,0.761 
30,4.15,0.761 
40,4.15,0.761 
50,4.15,0.72 
60,3.923,0.639 
70,3.841,0.639 
80,3.841,0.639 
90,3.841,0.639 
100,3.841,0.639 
110,3.841,0.639 
120,3.635,0.639 
130,3.635,0.639 
140,3.635,0.639 
150,3.635,0.639 
160,3.635,0.639 
170,3.635,0.639 
180,3.635,0.639 
190,3.635,0.639 
200,3.635,0.639 
210,3.635,0.639 
220,3.635,0.639 
230,3.635,0.639 
240,3.635,0.639 
250,3.635,0.56 
260,3.603,0.547 
270,3.603,0.547 
280,3.603,0.547 
290,3.603,0.547 
300,3.603,0.547 
310,3.603,0.547 
320,0.414,0.547 
330,0.414,0.547 
340,0.414,0.547 
350,0.414,0.547 
360,0.386,0.547 
370,0.386,0.547 
380,0.386,0.547 
390,0.382,0.547 
400,0.382,0.547 
410,0.382,0.547 
420,0.382,0.547 
430,0.382,0.547 
440,0.382,0.547 
450,0.382,0.547 
460,0.382,0.547 
470,0.382,0.547 
480,0.349,0.472 
490,0.329,0.472 
500,0.319,0.472 
510,0.319,0.472 
520,0.319,0.472 
530,0.319,0.472 
540,0.319,0.472 
550,0.319,0.472 
560,0.319,0.472 
570,0.319,0.472 
580,0.319,0.472 
590,0.319,0.472 
600,0.319,0.472 
610,0.319,0.472 
620,0.319,0.472 
630,0.319,0.472 
640,0.319,0.472 
650,0.319,0.472 
660,0.319,0.472 
670,0.319,0.472 
680,0.319,0.472 
690,0.319,0.472 
700,0.319,0.472 
710,0.318,0.472 
720,0.306,0.472 
730,0.306,0.472 
740,0.306,0.472 
750,0.306,0.472 
760,0.306,0.472 
770,0.306,0.472 
780,0.306,0.472 
790,0.306,0.472 
800,0.306,0.472 
810,0.306,0.472 
820,0.306,0.472 
830,0.306,0.472 
840,0.306,0.472 
850,0.306,0.472 
860,0.306,0.472 
870,0.306,0.472 
880,0.306,0.472 
890,0.306,0.472 
900,0.306,0.472 
910,0.306,0.472 
920,0.306,0.472 
930,0.306,0.472 
940,0.306,0.472 
950,0.306,0.472 
960,0.306,0.472 
962,0.306,0.472 
