time,sentpackets@tsung_controller@ip-172-31-18-100 
10,376 
20,376 
30,140 
40,93 
50,93 
60,93 
70,93 
80,93 
90,93 
100,93 
110,85 
120,85 
130,85 
140,85 
150,85 
160,85 
170,85 
180,85 
190,58 
200,35 
210,35 
220,35 
230,35 
240,30 
250,30 
260,30 
270,30 
280,30 
290,30 
300,30 
310,30 
320,30 
330,30 
340,30 
350,30 
360,22 
370,22 
380,22 
390,22 
400,22 
410,22 
420,22 
430,9 
440,9 
450,9 
460,9 
470,9 
480,9 
490,9 
500,9 
510,9 
520,9 
530,9 
540,9 
550,9 
560,9 
570,9 
580,9 
590,9 
600,9 
610,9 
620,9 
630,9 
640,9 
650,9 
660,1 
670,0 
680,0 
690,0 
700,0 
710,0 
720,0 
730,0 
740,0 
750,0 
760,0 
770,0 
780,0 
790,0 
800,0 
810,0 
820,0 
830,0 
840,0 
850,0 
860,0 
870,0 
880,0 
890,0 
900,0 
910,0 
920,0 
930,0 
940,0 
950,0 
960,0 
962,0 
