time,recvpackets@tsung_controller@ip-172-31-18-100 
10,472 
20,473.0 
30,390.0 
40,389.0 
50,453.0 
60,334.0 
70,950.0 
80,743.0 
90,601.0 
100,399.0 
110,319.0 
120,715.0 
130,1332.0 
140,1174.0 
150,495.0 
160,296.0 
170,366.0 
180,679.0 
190,265.0 
200,162.0 
210,557.0 
220,485.0 
230,273.0 
240,153.0 
250,1015.0 
260,1970.0 
270,2310.0 
280,1718.0 
290,77.0 
300,447.0 
310,726.0 
320,1005.0 
330,448.0 
340,285.0 
350,120.0 
360,25.0 
370,38.0 
380,137.0 
390,111.0 
400,188.0 
410,96.0 
420,28.0 
430,7.0 
440,28.0 
450,48.0 
460,38.0 
470,141.0 
480,1620.0 
490,3648.0 
500,3462.0 
510,1207.0 
520,493.0 
530,204.0 
540,350.0 
550,275.0 
560,420.0 
570,561.0 
580,68.0 
590,34.0 
600,174.0 
610,69.0 
620,86.0 
630,465.0 
640,141.0 
650,86.0 
660,1.0 
670,0.0 
680,83.0 
690,1081.0 
700,87.0 
710,2185.0 
720,7046.0 
730,5342.0 
740,1788.0 
750,347.0 
760,188.0 
770,110.0 
780,290.0 
790,772.0 
800,193.0 
810,16.0 
820,5.0 
830,13.0 
840,33.0 
850,287.0 
860,394.0 
870,31.0 
880,13.0 
890,7.0 
900,24.0 
910,48.0 
920,123.0 
930,154.0 
940,79.0 
950,6.0 
960,0.0 
962,445.0 
