time,session 
10,0.6 
20,0.9 
30,0.2 
40,0.7 
50,0.6 
60,0.2 
70,2.6 
80,1.3 
90,0.6 
100,0.4 
110,0.9 
120,0.1 
130,3 
140,2.3 
150,1.1 
160,0.3 
170,0.1 
180,0 
190,0 
200,0 
210,0.1 
220,0.4 
230,0.5 
240,2.3 
250,0.4 
260,0.6 
270,3.7 
280,0.4 
290,0.7 
300,3.4 
310,2.8 
320,3.4 
330,1 
340,0.1 
350,0 
360,0 
370,0.8 
380,0.3 
390,0 
400,0 
410,0 
420,0.1 
430,0.5 
440,1.1 
450,1.5 
460,2.3 
470,0.7 
480,0 
490,3.3 
500,14.4 
510,8.2 
520,1.7 
530,0.5 
540,0.8 
550,2 
560,3.1 
570,0.5 
580,0.1 
590,0.9 
600,0.4 
610,1.4 
620,2.4 
630,1.6 
640,1.8 
650,0 
660,0 
670,0 
680,3.7 
690,0.2 
700,0.1 
710,1.2 
720,22.4 
730,35.8 
740,11.3 
750,0.9 
760,0.6 
770,0.1 
780,2.5 
790,1.5 
800,0.1 
810,0.2 
820,0.1 
830,0.1 
840,2 
850,2.2 
860,0.4 
870,0.1 
880,0.1 
890,0.3 
900,0.7 
910,4.6 
920,1.6 
930,1.5 
940,0 
950,0.1 
960,1 
962,0.1 
