time,request,connect 
0,190.15908822872456,15.240545512231511 
10,1223.2463026202038,99.38700836145539 
20,4340.108090327335,0 
30,6161.69424699678,0 
40,5234.428757526522,0 
50,4310.7284878044375,0.07520671237846303 
60,174.34320562674864,5.620377525074703 
70,812.7707565921095,0 
80,4586.460749578293,0 
90,6194.6292870991865,0 
100,6254.8471693236725,0 
110,3125.834441523339,7.1288753799681 
120,166.14849124194814,30.266466638126694 
130,1110.91757447211,78.97521409760985 
140,3901.0987397629247,0 
150,5522.3513669970425,0 
160,17012.464211764116,0 
170,19087.79670232355,0 
180,18591.15867692542,0 
190,18725.492138381178,0 
200,17649.132215496607,0 
210,18155.50442066781,0 
220,17227.364007464297,0 
230,1259.5374481925653,0 
240,1844.4663485147412,0 
250,3107.4623702015365,28.85210390521196 
260,725.9843914658921,6.626516613834538 
270,682.0589631786783,0 
280,8016.532915952785,0 
290,5403.737437081975,0 
300,7985.140376906406,0 
310,15016.130363699978,0 
320,20963.09498838176,0.0 
330,26023.717827370252,0 
340,21454.943040611353,0 
350,15291.962393517591,0 
360,22947.061666334186,0.0 
370,23881.25435482616,0.03784494682252837 
380,29284.1987063623,3.110253347284996 
390,29886.94022237053,0.7043422905251553 
400,28800.69727172283,6.933782456026436 
410,30000.449342777913,0.030499544623194354 
420,30003.182,0.0 
430,24946.18023540369,0.01949999999999999 
440,15989.68066258137,0.0 
450,1.5593605384524847,0 
460,466.8213806321407,0 
470,10224.774469860038,6.205678435860265 
480,1279.664418916371,27.57552564442608 
490,1414.4126006561653,33.906460953406096 
500,1911.8272078373332,1.6759646130163504 
510,5907.125317884639,7.861565435750803 
520,11215.45774866592,6.833790140727178 
530,9075.94914479704,0 
540,4753.8869163807585,0 
550,26907.33575606023,13.080925886190167 
560,13076.624414133717,1.769090412864444 
570,17410.132515276553,0.023499999999999965 
580,26146.03777967356,0.0 
590,11648.244048703602,0 
600,1390.3466682564053,0 
610,7491.141226670804,0 
620,25419.25129410907,5.331342306303568 
630,17920.544409367598,0.0566762591135604 
640,11534.201812941745,0 
650,0.0,0 
660,0,0 
670,0,0 
680,12180.921600530231,0 
690,622.1111761997743,0 
700,342.23281340068866,4.720614661737991 
710,1260.752238768114,5.46188663821667 
720,711.6447892116174,19.580892456378933 
730,852.0275672799099,44.26211775714012 
740,1439.845971520472,4.935119165059071 
750,13993.710859576902,0.03362869145371095 
760,13810.996743545835,0.0 
770,14456.086109915013,0.4589999999999999 
780,25704.243257915292,48.876140031571666 
790,11817.016211863618,96.46328023081576 
800,0.0,0 
810,19856.490027067135,0 
820,1599.3169626226893,0 
830,23369.272314223574,5.2219999999999995 
840,21295.311329648815,0.22530035508183294 
850,27932.17599807358,32.101593690812294 
860,15604.139587410746,0.012999999999999928 
870,1153.077595434279,0 
880,21.475500000000466,0 
890,10063.75596557648,0 
900,3518.113884163392,0 
910,302.88819960035147,0 
920,26337.96271771481,2.0184825158189175 
930,16457.79159787265,0 
940,0.0,0.0 
950,0.48649999999999993,0 
960,18642.713949055105,0 
962,166.61558462587527,0 
