time,freemem@tsung_controller@ip-172-31-18-100 
0,733.4765625 
10,730.46484375 
20,725.078125 
30,720.98046875 
40,718.765625 
50,718.765625 
60,718.765625 
70,707.8515625 
80,703.87890625 
90,703.87890625 
100,703.87890625 
110,703.87890625 
120,703.87890625 
130,694.55859375 
140,685.25 
150,685.25 
160,683.08984375 
170,679.0 
180,679.0 
190,679.0 
200,679.0 
210,679.0 
220,679.0 
230,679.0 
240,679.0 
250,679.0 
260,679.0 
270,643.15234375 
280,637.4140625 
290,637.4140625 
300,635.0859375 
310,632.0703125 
320,622.88671875 
330,622.88671875 
340,622.88671875 
350,622.88671875 
360,622.88671875 
370,622.88671875 
380,622.88671875 
390,622.88671875 
400,622.88671875 
410,622.88671875 
420,622.88671875 
430,622.88671875 
440,622.88671875 
450,622.88671875 
460,622.88671875 
470,622.88671875 
480,622.88671875 
490,622.88671875 
500,595.51171875 
510,592.3046875 
520,591.17578125 
530,589.37890625 
540,587.20703125 
550,584.56640625 
560,584.56640625 
570,584.56640625 
580,584.56640625 
590,584.56640625 
600,584.56640625 
610,584.56640625 
620,584.56640625 
630,584.56640625 
640,584.56640625 
650,584.56640625 
660,584.56640625 
670,584.56640625 
680,584.56640625 
690,584.56640625 
700,584.56640625 
710,584.56640625 
720,584.56640625 
730,549.34375 
740,549.34375 
750,549.34375 
760,547.93359375 
770,547.93359375 
780,546.32421875 
790,545.125 
800,545.125 
810,545.125 
820,545.125 
830,545.125 
840,545.125 
850,545.125 
860,545.125 
870,545.125 
880,545.125 
890,545.125 
900,545.125 
910,545.125 
920,545.125 
930,545.125 
940,545.125 
950,545.125 
960,545.125 
962,545.125 
