time,users,connected 
0,28,25 
10,30,-1 
20,30,-9 
30,30,-2 
40,30,-6 
50,30,4 
60,58,47 
70,58,-25 
80,58,-13 
90,58,-7 
100,58,-4 
110,58,20 
120,94,63 
130,104,-16 
140,104,-24 
150,104,-11 
160,104,-3 
170,104,-1 
180,104,0 
190,104,0 
200,104,0 
210,104,-1 
220,104,-4 
230,104,-5 
240,104,-22 
250,144,130 
260,232,93 
270,232,-37 
280,232,-3 
290,232,-8 
300,232,-33 
310,232,-27 
320,232,-36 
330,232,-10 
340,232,-1 
350,232,0 
360,232,0 
370,232,-9 
380,232,-3 
390,232,-6 
400,232,4 
410,232,3 
420,232,-1 
430,232,-5 
440,232,-11 
450,232,-15 
460,232,-23 
470,232,92 
480,438,322 
490,469,19 
500,469,-143 
510,469,-84 
520,469,-18 
530,469,-5 
540,469,-8 
550,469,-23 
560,469,-29 
570,469,-4 
580,469,-1 
590,469,-9 
600,469,-4 
610,469,-14 
620,469,-32 
630,469,-8 
640,469,-17 
650,469,-1 
660,469,0 
670,469,0 
680,469,-37 
690,469,-2 
700,469,221 
710,823,576 
720,893,-125 
730,893,-349 
740,893,-112 
750,893,-13 
760,893,-5 
770,893,-3 
780,893,-24 
790,893,-15 
800,893,-1 
810,893,-2 
820,893,-1 
830,893,-1 
840,893,-21 
850,893,-21 
860,893,-4 
870,893,-1 
880,893,-1 
890,893,-3 
900,893,-7 
910,893,-46 
920,893,-16 
930,893,-16 
940,893,1 
950,893,-1 
960,893,-8 
962,893,-3 
