time,request,connect 
0,202.611,15.301 
10,1141.729,15.301 
20,1141.729,15.301 
30,1141.729,15.301 
40,1141.729,15.301 
50,1141.729,15.301 
60,1141.729,15.301 
70,60009.477,15.301 
80,60009.477,15.301 
90,60009.477,15.301 
94,60009.477,15.301 
