time,200,400,404,502,422,302 
0,4.1,,,,,2.3 
10,8,,,,,6.1 
20,2.9,,,,,1.7 
30,1.2,,,,,0.3 
40,7.2,,,,,4.4 
50,12.1,,,,,8.4 
60,6.2,,,,,4 
70,2.5,,,,,1.2 
80,4.1,,,,,1.1 
90,21.7,,,,,13.9 
100,23,,,,,18.2 
110,8.7,,,,,3.5 
120,1.3,,,,,0.6 
130,6.2,,,,,1.4 
140,46.8,,,,,30.4 
150,49,,,,,34.7 
160,20.6,,,,,9.8 
170,3.4,,,,,1.8 
180,14.3,,,,,4.9 
190,94.9,,,,,65 
200,93.9,,,,,66.4 
210,39.5,,,,,18.8 
220,4.9,,,,,2.1 
230,0.4,,,,,0.1 
240,99.2,,,,,54.8 
250,220.9,,,,,159.2 
260,158,,,,,93.2 
270,36.9,,,,,17.1 
280,5.2,,,,,2.4 
290,56.7,,,,,14.3 
300,218.8,0.2,,31.8,2.1,137.7 
310,224.6,3.9,0.3,161.8,33,156.3 
320,249.9,5.3,3.4,10.3,7.5,151.6 
330,86,1.8,2.3,0,0.9,40.5 
340,12.3,0.1,0.3,0,0,3.3 
350,0.4,0,0,0,0,0 
360,0.1,0,0,0,0,0 
