time,request,connect 
0,5.436,1.221 
10,4.804,1.189 
20,4.804,1.189 
30,4.804,1.189 
40,4.804,1.161 
50,4.787,1.01 
60,4.435,1.01 
70,4.435,1.01 
80,4.435,1.01 
90,4.435,1.01 
100,4.435,0.994 
110,4.435,0.994 
120,4.435,0.994 
130,4.435,0.994 
140,4.435,0.841 
150,4.432,0.841 
160,4.432,0.841 
170,4.432,0.841 
180,4.215,0.841 
190,4.044,0.816 
200,4.044,0.816 
210,4.044,0.816 
220,4.044,0.816 
230,4.044,0.816 
240,4.044,0.816 
250,4.044,0.777 
260,4.044,0.777 
270,4.044,0.777 
280,4.044,0.777 
290,4.044,0.777 
300,0.624,0.777 
310,0.621,0.777 
320,0.621,0.777 
330,0.621,0.777 
340,0.621,0.777 
350,0.621,0.777 
360,0.621,0.777 
