time,freemem@tsung_controller@ip-172-31-31-91 
0,375598.41015625 
10,375593.421875 
20,375585.953125 
30,375585.6953125 
40,375585.6953125 
50,375585.6796875 
60,375576.14453125 
70,375573.20703125 
80,375573.20703125 
90,375573.20703125 
100,375556.2109375 
110,375536.83203125 
120,375536.83203125 
130,375536.83203125 
140,375536.83203125 
150,375504.3203125 
160,375487.4921875 
170,375487.4921875 
180,375487.4921875 
190,375487.4921875 
200,375405.22265625 
210,375378.03515625 
220,375378.03515625 
230,375378.03515625 
240,375378.03515625 
250,375347.87890625 
260,375132.56640625 
270,375132.56640625 
280,375132.56640625 
290,375132.56640625 
300,375132.56640625 
310,375021.3984375 
320,374742.91796875 
330,374702.1796875 
340,374702.1796875 
350,374702.1796875 
360,374702.1796875 
