time,size_sent,size_rcv 
0,23.34453125,271.52890625 
10,86.47578125,1442.15078125 
20,108.11953125,1919.403125 
30,114.16640625,2015.3375 
40,157.2140625,2553.7328125 
50,247.5203125,3665.78515625 
60,292.58828125,4600.53671875 
70,309.3890625,4951.09375 
80,322.925,5073.23125 
90,467.4984375,6229.65625 
100,655.08984375,9845.871875 
110,709.725,10990.58046875 
120,718.09296875,11110.56015625 
130,736.83671875,11240.12734375 
140,1044.159375,14590.94609375 
150,1423.03046875,21242.89765625 
160,1559.821875,24416.4234375 
170,1582.09453125,24723.21875 
180,1635.83125,25056.38828125 
190,2280.525,32346.81484375 
200,3017.20078125,46903.01015625 
210,3276.4125,54465.28125 
220,3306.5453125,55091.17109375 
230,3308.8609375,55136.35390625 
240,3848.2234375,59319.93984375 
250,5505.4421875,82765.6984375 
260,6628.8703125,114184.76484375 
270,6867.46953125,121275.39375 
280,6900.60546875,121602.24375 
290,7075.65859375,122826.82265625 
300,8750.828125,131531.9640625 
310,11231.55859375,158759.0046875 
320,12903.25,214198.60546875 
330,13448.62109375,232230.19765625 
340,13489.30859375,232996.40234375 
350,13491.06484375,233006.55234375 
360,13491.5078125,233009.08984375 
