time,size_sent,size_rcv 
0,17.76796875,535.90703125 
10,50.25078125,943.76015625 
20,37.95625,1043.1 
30,5.3625,173.88203125 
40,1.259375,40.0375 
50,16.87109375,559.37890625 
60,107.8703125,2667.27421875 
70,80.80546875,1855.98671875 
80,15.8953125,331.9640625 
90,89.775,1740.0375 
100,138.046875,3265.728125 
110,129.63046875,4417.325 
120,64.70078125,1804.5015625 
130,10.734375,39.58359375 
140,44.896875,1373.9578125 
150,131.36328125,3073.009375 
160,143.78984375,3067.44453125 
170,143.12578125,2926.4875 
180,111.23515625,4272.32578125 
190,106.49609375,4036.5953125 
200,93.56328125,3741.8015625 
210,56.7546875,2363.03046875 
220,46.9734375,683.0265625 
230,8.403125,25.24140625 
240,0,0.25703125 
