time,request,connect 
0,229.156,14.445 
10,636.992,14.445 
20,707.801,14.445 
30,707.801,14.445 
40,707.801,14.445 
50,707.801,14.445 
60,1187.57,14.815 
70,1810.998,14.815 
80,1810.998,14.815 
90,1810.998,14.815 
100,5649.337,14.815 
110,11455.806,14.815 
120,15544.604,14.815 
130,15544.604,14.815 
140,15544.604,14.815 
150,15544.604,15.506 
160,15544.604,15.506 
170,20442.889,15.506 
180,20442.889,15.506 
190,20442.889,15.506 
200,20442.889,15.506 
210,41174.066,15.506 
220,41174.066,15.506 
230,41174.066,15.506 
240,60010.689,15.506 
