time,freemem@tsung_controller@ip-172-31-46-69 
0,375603.47265625 
10,375597.53515625 
20,375592.05859375 
30,375592.85546875 
40,375596.49609375 
50,375595.5703125 
60,375595.171875 
70,375572.48828125 
80,375577.9140625 
90,375587.90234375 
100,375576.21484375 
110,375535.5703125 
120,375530.10546875 
130,375551.70703125 
140,375559.6875 
150,375569.2578125 
160,375541.16796875 
170,375516.54296875 
180,375500.34375 
190,375478.12890625 
200,375461.0859375 
210,375490.44921875 
220,375507.59765625 
230,375515.84375 
240,375520.69921875 
