time,request,connect 
0,5.563,1.183 
10,5.08,1.183 
20,5.08,1.183 
30,5.08,1.183 
40,5.08,1.183 
50,5.01,1.085 
60,5.01,1.085 
70,5.01,1.085 
80,5.01,1.085 
90,5.01,1.085 
100,4.503,1.046 
110,4.503,1.046 
120,4.503,1.046 
130,4.503,1.046 
140,4.503,1.046 
150,4.503,0.98 
160,4.503,0.98 
170,4.503,0.98 
180,4.503,0.98 
190,4.503,0.977 
200,4.296,0.951 
210,4.296,0.951 
220,4.296,0.951 
230,4.296,0.951 
240,4.296,0.951 
250,4.296,0.885 
260,4.296,0.885 
270,4.296,0.885 
280,4.296,0.885 
290,4.296,0.885 
300,4.296,0.885 
310,0.711,0.882 
320,0.7,0.845 
330,0.7,0.845 
340,0.7,0.845 
350,0.7,0.845 
360,0.7,0.845 
