time,size_sent,size_rcv 
0,22.68203125,159.23515625 
10,62.98671875,941.959375 
20,21.94375,676.7484375 
30,5.31875,146.028125 
40,13.09609375,73.9578125 
50,105.23359375,1502.8390625 
60,72.94765625,1854.6359375 
70,12.221875,262.22421875 
80,1.23046875,3.59375 
90,7.81328125,48.81796875 
100,149.946875,1462.37265625 
110,208.36953125,3210.1171875 
120,65.4859375,1571.8453125 
130,8.025,132.8515625 
140,111.11484375,852.61015625 
150,406.1140625,5830.0953125 
160,270.68046875,5628.040625 
170,59.3390625,1379.6796875 
180,7.7703125,88.46796875 
190,37.5125,269.91796875 
200,616.8828125,6315.63203125 
210,822.1375,14647.31796875 
220,270.01328125,6232.7265625 
230,36.28515625,779.26875 
240,2.19609375,10.890625 
250,448.86015625,2894.459375 
260,1595.1359375,22664.96796875 
270,1093.9890625,28422.14140625 
280,236.44609375,6168.740625 
290,38.8703125,749.62734375 
300,101.0578125,834.7859375 
310,1591.9703125,8007.64453125 
320,2567.40859375,25154.10390625 
330,1785.365625,53552.79609375 
340,561.94375,16497.36796875 
350,44.4859375,984.7359375 
360,1.3046875,108.7828125 
