time,request,connect 
0,32.47135384615384,2.037478260869565 
10,37.18064233576642,1.4200000000000002 
20,38.456744680851074,0 
30,29.38291666666666,0 
40,37.76206249999999,1.5842173913043482 
50,37.121794979079496,1.4812000000000003 
60,33.1378427672956,0 
70,35.40844444444445,0 
80,25.39,0 
90,28.354,2.2109999999999994 
100,37.252987277353746,1.4834838709677418 
110,36.487180616740055,1.6881818181818182 
120,30.306794520547943,0 
130,31.522611111111107,0 
140,33.7065490797546,1.4034869565217385 
150,42.04804449152544,1.3960789473684208 
160,31.570612141652642,0 
170,32.552194029850774,0 
180,25.668500000000005,0 
190,28.402070512820526,1.4081666666666666 
200,42.002307106598934,1.3788470254957501 
210,40.81203631284913,1.1914054054054055 
220,35.83338372093024,0 
230,27.203658536585365,0 
240,22.3764,0 
250,45.86073224043718,1.3120538116591909 
260,105.69965557083867,1.2635202558635403 
270,81.49316233506582,0 
280,36.68882674199616,0 
290,30.054808988764048,0 
300,25.452714285714293,1.274532467532468 
310,623.89490118577,1.2305903709550108 
320,1017.2382618777366,1.125162011173185 
330,1179.7442634782606,1.3432318840579711 
340,460.879600444774,1.286744186046511 
350,10813.795948717949,1.5066666666666668 
360,14508.634093750003,0 
