time,request,connect 
0,138.498,15.254 
10,138.498,15.254 
20,138.498,15.254 
30,138.498,15.254 
40,138.498,15.254 
50,138.498,15.254 
60,138.498,15.254 
70,138.498,15.254 
80,138.498,15.254 
90,138.498,15.254 
100,252.293,15.254 
110,252.293,15.254 
120,252.293,15.254 
130,252.293,15.254 
140,252.293,15.254 
150,259.325,15.254 
160,259.325,15.254 
170,259.325,15.254 
180,259.325,15.254 
190,259.325,15.254 
200,261.3,32.765 
210,329.215,32.765 
220,435.267,32.765 
230,435.267,32.765 
240,435.267,32.765 
250,435.267,32.765 
260,1038.262,32.765 
270,1465.244,32.765 
280,1465.244,32.765 
290,1465.244,32.765 
300,1465.244,32.765 
310,4733.416,32.765 
320,8238.749,32.765 
330,13392.181,32.765 
340,22400.076,32.765 
350,28017.714,32.765 
360,28017.714,32.765 
