time,users_count,finish_users_count 
0,2.5,0 
10,0.5,1 
20,0,1.6 
30,0,0.4 
40,2.3,0 
50,3,0.9 
60,0,3.2 
70,0,1 
80,0,0.1 
90,2.1,0.1 
100,8.9,1.3 
110,1,5.2 
120,0,4.2 
130,0,1 
140,11.8,0.5 
150,11.1,4.9 
160,0,10.5 
170,0,6.2 
180,0,1 
190,9.5,0.1 
200,35,3.6 
210,3.5,20.3 
220,0,19.8 
230,0,3.9 
240,0,0.4 
250,47,0.6 
260,44.5,18.6 
270,0,47.2 
280,0,20.6 
290,0,4.2 
300,34.9,0.3 
310,128,1.7 
320,26.7,22.9 
330,0,81.5 
340,0,61.5 
350,0,19.9 
360,0,2.1 
