time,load@tsung_controller@ip-172-31-29-186 
0,0.23046875 
10,0.23046875 
20,0.23046875 
30,0.23046875 
40,0.23046875 
50,0.23046875 
60,0.23046875 
70,0.23046875 
80,0.23046875 
90,0.23046875 
100,0.23046875 
110,0.23046875 
120,0.23046875 
130,0.23046875 
140,0.23046875 
150,0.23046875 
160,0.23046875 
170,0.23046875 
180,0.23046875 
190,0.23046875 
200,0.23046875 
210,0.23046875 
220,0.23046875 
230,0.23046875 
240,0.23046875 
250,0.23046875 
260,0.23046875 
270,0.23046875 
280,0.23046875 
290,0.23046875 
300,0.23046875 
310,0.23046875 
320,0.23046875 
330,0.4296875 
340,0.51171875 
350,0.51171875 
360,0.51171875 
