time,connect,request 
0,0.615,5.654 
10,0.615,5.654 
20,0.615,5.654 
30,0.615,5.654 
40,0.615,5.654 
50,0.615,5.654 
60,0.615,5.654 
70,0.615,5.654 
80,0.615,5.654 
90,0.615,5.654 
100,0.615,5.654 
110,0.615,5.654 
120,0.615,5.654 
130,0.615,5.654 
140,0.615,0.39 
150,0.615,0.366 
160,0.615,0.366 
170,0.615,0.366 
180,0.615,0.366 
190,0.615,0.366 
200,0.615,0.366 
210,0.615,0.366 
220,0.615,0.366 
230,0.615,0.366 
240,0.615,0.366 
250,0.615,0.366 
260,0.615,0.366 
270,0.615,0.366 
280,0.615,0.366 
290,0.615,0.366 
300,0.615,0.366 
310,0.615,0.366 
314,0.615,0.366 
