time,size_sent,size_rcv 
0,14.95390625,180.146875 
10,38.6234375,457.04609375 
20,66.36640625,731.36875 
30,17.93203125,57.6109375 
40,0,0 
50,3.28984375,125.83515625 
60,0.66953125,0.77109375 
70,5.09296875,4.88359375 
80,9.80078125,7.96796875 
90,12.34765625,6.93984375 
100,0.34140625,0 
110,2.26484375,2.05625 
120,1.4109375,0.5140625 
130,7.1671875,3.85546875 
140,16.296875,11.88125 
150,29.74453125,25.16328125 
160,3.02265625,1.72890625 
170,12.1296875,115.50546875 
180,7.0390625,81.10625 
190,0.4,4.15703125 
200,0,0 
210,0.26640625,0.25703125 
220,0,0 
230,0.26953125,1.28515625 
240,1.3953125,4.6265625 
250,0,0.25703125 
260,0,0 
270,0.4046875,0.25703125 
280,0,0 
290,0,0 
300,1.215625,1.28515625 
310,1.4921875,12.184375 
314,0,0 
