time,502,200,422,302,504 
140,1.7,0,,0,3 
150,6.8,0,,0,3.3 
160,0.6,0,,0,0.1 
170,0,1.4,3.5,0.5,0.2 
180,0,2.2,0,0.1,0 
190,0,0,0,0,0 
200,0,0,0,0,0 
210,0,0,0,0,0.1 
220,0,0,0,0,0 
230,0,0,0,0,0.5 
240,0,0,0,0,1.8 
250,0,0,0,0,0.1 
260,0,0,0,0,0 
270,0,0,0,0,0.1 
280,0,0,0,0,0 
290,0,0,0,0,0 
300,0,0,0,0,0.5 
310,0,0.4,0,0.4,0 
314,0,0,0,0,0 
