time,freemem@tsung_controller@ip-172-31-31-187 
0,732.71875 
10,725.71484375 
20,709.66015625 
30,693.29296875 
40,693.19140625 
50,693.20703125 
60,691.9453125 
70,691.88671875 
80,691.7734375 
90,691.1796875 
100,690.6484375 
110,690.71484375 
120,690.66015625 
130,690.609375 
140,690.0234375 
150,689.1484375 
160,688.74609375 
170,688.76171875 
180,688.66015625 
190,688.1875 
200,688.26171875 
210,688.328125 
220,688.39453125 
230,688.46484375 
240,688.4765625 
250,699.8671875 
260,699.9453125 
270,700.0078125 
280,700.015625 
290,700.1484375 
300,700.16015625 
310,700.16796875 
314,706.3515625 
