time,tr_Post_Register,tr_Get_Root,page,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root,tr_Get_New_Post 
0,1,1.5,4.4,,,1.2,,0.7, 
10,2.4,3.4,10.9,,,2.9,,2.2, 
20,4.4,4.1,16.6,0.1,0.1,4.1,0.1,3.6,0.1 
30,0.4,0,1.4,0,0,0.3,0,0.7,0 
40,0,0,0,0,0,0,0,0,0 
50,0.2,0,0.9,0,0,0.2,0.1,0.4,0 
60,0,0,0.3,0,0,0,0.3,0,0 
70,0,0,1.9,0,0,0,1.9,0,0 
80,0,0,3.1,0,0,0,3.1,0,0 
90,0.1,0,2.7,0,0,0.3,1.7,0.6,0 
100,0,0,0,0,0,0,0,0,0 
110,0.2,0,0.8,0,0,0,0.3,0.2,0.1 
120,0,0,0.2,0,0,0,0.1,0,0.1 
130,0,0,1.5,0,0,0,0,0,1.5 
140,0,0,4.7,1.3,0.4,0,0,0,3 
150,0.3,0,10.1,2.9,2.9,0,0.7,0.3,3 
160,0,0,0.7,0.1,0.4,0,0.1,0,0.1 
170,0,0,5.6,3.9,0.7,0,0.2,0.3,0.5 
180,0,0,2.2,0.1,1.9,0,0,0,0.2 
190,0,0,0.1,0,0.1,0,0,0,0 
200,0,0,0,0,0,0,0,0,0 
210,0,0,0.1,0,0,0,0.1,0,0 
220,0,0,0,0,0,0,0,0,0 
230,0,0,0.5,0,0.4,0,0.1,0,0 
240,0,0,1.8,0.2,1.4,0,0.2,0,0 
250,0,0,0.1,0,0.1,0,0,0,0 
260,0,0,0,0,0,0,0,0,0 
270,0,0,0.1,0,0,0,0,0,0.1 
280,0,0,0,0,0,0,0,0,0 
290,0,0,0,0,0,0,0,0,0 
300,0,0,0.5,0,0.2,0,0,0,0.3 
310,0,0,0.8,0.4,0.4,0,0,0,0 
314,0,0,0,0,0,0,0,0,0 
