time,sentpackets@tsung_controller@ip-172-31-46-69 
10,539 
20,535.0 
30,263.0 
40,58.0 
50,422.0 
60,1613.0 
70,1214.0 
80,340.0 
90,19.0 
100,1591.0 
110,2537.0 
120,1201.0 
130,304.0 
140,237.0 
150,4.0 
160,820.0 
170,4377.0 
180,4240.0 
190,1637.0 
200,273.0 
210,261.0 
220,44.0 
230,6.0 
240,9.0 
250,4502.0 
260,3278.0 
270,3660.0 
280,5629.0 
290,5807.0 
300,1385.0 
310,87.0 
320,35.0 
330,29.0 
340,96.0 
350,406.0 
360,141.0 
370,72.0 
380,2024.0 
390,5422.0 
400,4581.0 
410,4824.0 
420,8419.0 
430,3401.0 
440,2132.0 
450,5625.0 
460,4741.0 
470,3084.0 
480,501.0 
490,92.0 
500,37.0 
510,42.0 
520,293.0 
530,255.0 
537,45.0 
