time,users_count,finish_users_count 
0,1.6,0 
10,1.3,1 
20,0,1 
30,0,0.8 
40,1.5,0.1 
50,3.7,0.5 
60,0.8,2.3 
70,0,2.9 
80,0,0.2 
90,6.6,0.3 
100,4.6,2.9 
110,0,4.7 
120,0,2.5 
130,0,0.8 
140,0,0 
150,4.3,0.1 
160,16.9,1.3 
170,2.8,7 
180,0,9.8 
190,0,3.7 
200,0,1.2 
210,0,0.9 
220,0,0 
230,0,0.1 
240,25.1,0 
250,22.1,1.7 
260,0,2.6 
270,0,6.7 
280,0,15.3 
290,0,14 
300,0,1.9 
310,0,0.4 
320,0,0.1 
330,0,0.6 
340,0,1.9 
350,0,1 
360,0,0.8 
370,19.7,0.2 
380,63.4,0 
390,12.2,5.2 
400,0,11.1 
410,0,9.1 
420,0,7.7 
430,0,3.7 
440,0,8.6 
450,0,11.3 
460,0,17.7 
470,0,9.3 
480,0,2.1 
490,0,0.7 
500,0,0.3 
510,0,2.7 
520,0,5.1 
530,0,0.6 
537,0,0.1 
