time,freemem@tsung_controller@ip-172-31-46-69 
0,375573.171875 
10,375563.421875 
20,375556.40234375 
30,375557.6171875 
40,375558.9921875 
50,375560.4296875 
60,375540.77734375 
70,375535.4609375 
80,375545.7578125 
90,375548.81640625 
100,375535.7109375 
110,375504.49609375 
120,375513.59375 
130,375530.46484375 
140,375535.41015625 
150,375536.5 
160,375522.33203125 
170,375459.9453125 
180,375439.85546875 
190,375470.54296875 
200,375487.7578125 
210,375498.83984375 
220,375503.453125 
230,375504.2578125 
240,375504.39453125 
250,375465.22265625 
260,375436.90234375 
270,375388.6640625 
280,375327.9609375 
290,375352.3359375 
300,375409.359375 
310,375417.40625 
320,375419.76953125 
330,375428.2734375 
340,375430.01171875 
350,375434.8515625 
360,375443.09765625 
370,375454.0390625 
380,375457.34765625 
390,375437.66796875 
400,375400.66796875 
410,375351.41796875 
420,375291.1328125 
430,375300.34375 
440,375309.52734375 
450,375306.75 
460,375286.96875 
470,375333.09765625 
480,375366.5703125 
490,375378.140625 
500,375379.03125 
510,375379.15234375 
520,375388.2890625 
530,375401.01953125 
537,375412.09765625 
