time,session 
10,14018.215 
20,23898.163 
30,34250.557 
40,34250.557 
50,34250.557 
60,34250.557 
70,34250.557 
80,34250.557 
90,34250.557 
100,34250.557 
110,34250.557 
120,34250.557 
130,39908.21 
140,39908.21 
150,56008.922 
160,56008.922 
170,56008.922 
180,56008.922 
190,56008.922 
200,56008.922 
210,56008.922 
220,56008.922 
230,77789.257 
240,77789.257 
250,77789.257 
260,77789.257 
270,77789.257 
280,77789.257 
290,77789.257 
300,77789.257 
310,77789.257 
320,80047.399 
330,95145.144 
340,102382.498 
350,110301.146 
360,115752.185 
370,116187.063 
380,116187.063 
390,116187.063 
400,116187.063 
410,116187.063 
420,116187.063 
430,116187.063 
440,116187.063 
450,116187.063 
460,116187.063 
470,116187.063 
480,116187.063 
490,117194.737 
500,128105.587 
510,140760.183 
520,149404.101 
530,156242.987 
537,157204.613 
