time,request,connect 
0,4.4,1.4 
10,12,1.5 
20,7.2,0 
30,1.8,0 
40,1.7,1.2 
50,17.6,4 
60,23.9,0.8 
70,9.2,0 
80,1,0 
90,18,6.3 
100,45,4.9 
110,26.2,0 
120,8,0 
130,2.3,0 
140,0.2,0 
150,5.8,3.9 
160,67.2,17.1 
170,82,3 
180,39.6,0 
190,6.7,0 
200,7.3,0 
210,2,0 
220,0,0 
230,0.3,0 
240,46.6,22.7 
250,66.1,24.5 
260,60.3,0 
270,85.8,0 
280,88.2,0 
290,41.5,0 
300,2.6,0 
310,1.1,0 
320,1,0 
330,3.6,0 
340,9.7,0 
350,5.4,0 
360,2.4,0 
370,11.4,17.8 
380,75.6,63.2 
390,165.7,17.9 
400,106.6,7.1 
410,127.2,2.9 
420,74.2,0.3 
430,32.3,0.1 
440,55.4,1.6 
450,70.7,0.3 
460,71.3,0 
470,16.9,0 
480,2.8,0 
490,1,0 
500,1.5,0 
510,10.2,0 
520,11.1,0 
530,1.8,0 
537,0.3,0 
