time,recvpackets@tsung_controller@ip-172-31-46-69 
10,1884 
20,2616.0 
30,1125.0 
40,88.0 
50,1140.0 
60,5347.0 
70,4715.0 
80,1124.0 
90,21.0 
100,6635.0 
110,10487.0 
120,5090.0 
130,1037.0 
140,131.0 
150,5.0 
160,3710.0 
170,18454.0 
180,20564.0 
190,6814.0 
200,924.0 
210,965.0 
220,46.0 
230,6.0 
240,11.0 
250,18248.0 
260,10681.0 
270,19641.0 
280,27756.0 
290,26032.0 
300,3185.0 
310,127.0 
320,41.0 
330,31.0 
340,108.0 
350,270.0 
360,149.0 
370,74.0 
380,5504.0 
390,10286.0 
400,9172.0 
410,20160.0 
420,36817.0 
430,15876.0 
440,13141.0 
450,28716.0 
460,25744.0 
470,1.3e4 
480,898.0 
490,100.0 
500,31.0 
510,45.0 
520,301.0 
530,242.0 
537,43.0 
