time,recvpackets@tsung_controller@ip-172-31-29-186 
10,255 
20,890 
30,1057 
40,1057 
50,1057 
60,2080 
70,2080 
80,2080 
90,2080 
100,2080 
110,2480 
120,4159 
130,4159 
140,4159 
150,4159 
160,4159 
170,8443 
180,8443 
190,8443 
200,8443 
210,8443 
220,11584 
230,19730 
240,19730 
250,19730 
260,19730 
270,19730 
280,24606 
290,42703 
300,42703 
310,42703 
320,42703 
330,42703 
340,46942 
350,88431 
360,88431 
370,88431 
380,88431 
390,88431 
400,88431 
410,88431 
420,92289 
430,182981 
440,182981 
450,182981 
460,182981 
470,182981 
480,182981 
490,182981 
500,182981 
510,196924 
520,196924 
530,196924 
