time,users,connected 
0,12,11 
10,23,24 
20,8,9 
30,2,2 
40,30,30 
50,37,39 
60,14,15 
70,3,3 
80,1,1 
90,27,22 
100,90,90 
110,64,65 
120,23,23 
130,7,7 
140,0,0 
150,104,101 
160,187,189 
170,75,77 
180,10,12 
190,2,2 
200,73,71 
210,359,360 
220,258,259 
230,51,51 
240,8,10 
250,2,2 
260,167,140 
270,747,733 
280,497,517 
290,128,140 
300,18,19 
310,2,3 
320,296,263 
330,1416,1389 
340,973,1006 
350,204,212 
360,28,28 
370,3,3 
380,0,0 
390,0,0 
400,1811,1755 
410,3414,3126 
420,2574,2584 
430,449,461 
440,52,53 
450,4,4 
460,1,1 
470,1137,1117 
480,5959,5286 
490,5897,5798 
500,2471,2584 
510,229,242 
520,23,24 
530,3,4 
