time,users_count,finish_users_count 
0,13,1 
10,30,7 
20,30,22 
30,30,28 
40,60,30 
50,81,44 
60,81,67 
70,81,78 
80,81,80 
90,108,81 
100,182,92 
110,201,137 
120,201,178 
130,201,194 
140,201,201 
150,307,203 
160,441,254 
170,441,366 
180,441,431 
190,441,439 
200,514,441 
210,830,471 
220,921,663 
230,921,870 
240,921,913 
250,921,919 
260,1088,921 
270,1731,984 
280,1881,1384 
290,1881,1753 
300,1881,1863 
310,1881,1879 
320,2177,1881 
330,3415,1999 
340,3755,2782 
350,3755,3551 
360,3755,3727 
370,3755,3752 
380,3755,3755 
390,3755,3755 
400,5591,3780 
410,7423,4009 
420,7423,4849 
430,7423,6974 
440,7423,7371 
450,7423,7419 
460,7423,7422 
470,8560,7423 
480,13426,7467 
490,14718,8821 
500,14718,12247 
510,14718,14489 
520,14718,14695 
530,14718,14715 
