time,session 
0,6574.226 
10,5986.918 
20,5986.918 
30,5986.918 
40,5986.918 
50,5986.918 
60,5986.918 
70,5986.918 
80,5986.918 
90,5986.918 
100,4086.846 
110,4086.846 
120,4086.846 
130,4086.846 
140,4086.846 
150,3726.774 
160,3208.298 
170,3208.298 
180,3208.298 
190,3208.298 
200,3208.298 
210,2975.078 
220,2975.078 
230,2975.078 
240,2975.078 
250,2975.078 
260,2975.078 
270,2975.078 
280,2068.845 
290,2068.845 
300,2068.845 
310,2068.845 
320,2068.845 
330,2068.845 
340,2068.845 
350,2068.845 
360,2068.845 
370,2068.845 
380,2068.845 
390,2068.845 
400,2027.433 
410,1876.596 
420,1876.596 
430,1876.596 
440,1876.596 
450,1876.596 
460,1876.596 
470,1876.596 
480,1876.596 
490,1740.406 
500,1740.406 
510,1740.406 
520,1740.406 
530,1740.406 
