time,users_count,finish_users_count 
0,1.3,0.1 
10,1.7,0.6 
20,0,1.5 
30,0,0.6 
40,3,0.2 
50,2.1,1.4 
60,0,2.3 
70,0,1.1 
80,0,0.2 
90,2.7,0.1 
100,7.4,1.1 
110,1.9,4.5 
120,0,4.1 
130,0,1.6 
140,0,0.7 
150,10.6,0.2 
160,13.4,5.1 
170,0,11.2 
180,0,6.5 
190,0,0.8 
200,7.3,0.2 
210,31.6,3 
220,9.1,19.2 
230,0,20.7 
240,0,4.3 
250,0,0.6 
260,16.7,0.2 
270,64.3,6.3 
280,15,40 
290,0,36.9 
300,0,11 
310,0,1.6 
320,29.6,0.2 
330,123.8,11.8 
340,34,78.3 
350,0,76.9 
360,0,17.6 
370,0,2.5 
380,0,0.3 
390,0,0 
400,183.6,2.5 
410,183.2,22.9 
420,0,84 
430,0,212.5 
440,0,39.7 
450,0,4.8 
460,0,0.3 
470,113.7,0.1 
480,486.6,4.4 
490,129.2,135.4 
500,0,342.6 
510,0,224.2 
520,0,20.6 
530,0,2 
