time,users,connected 
0,12,11 
10,26,13 
20,26,-15 
30,26,-7 
40,30,28 
50,43,9 
60,43,-24 
70,43,-12 
80,43,-2 
90,43,21 
100,91,68 
110,102,-25 
120,102,-42 
130,102,-16 
140,102,-7 
150,104,101 
160,212,88 
170,212,-112 
180,212,-65 
190,212,-10 
200,212,69 
210,360,289 
220,423,-101 
230,423,-208 
240,423,-41 
250,423,-8 
260,423,138 
270,747,593 
280,844,-216 
290,844,-377 
300,844,-121 
310,844,-16 
320,844,260 
330,1416,1126 
340,1640,-383 
350,1640,-794 
360,1640,-184 
370,1640,-25 
380,1640,-3 
390,1640,0 
400,1811,1755 
410,3496,1371 
420,3496,-542 
430,3496,-2123 
440,3496,-408 
450,3496,-49 
460,3496,-3 
470,3496,1116 
480,5959,4169 
490,7125,512 
500,7125,-3214 
510,7125,-2342 
520,7125,-218 
530,7125,-20 
