time,freemem@tsung_controller@ip-172-31-29-186 
0,375571.578125 
10,375572.13671875 
20,375566.26171875 
30,375562.71875 
40,375564.171875 
50,375563.15234375 
60,375544.7578125 
70,375547.28515625 
80,375553.19140625 
90,375553.078125 
100,375551.05859375 
110,375524.3125 
120,375501.953125 
130,375513.73828125 
140,375525.65625 
150,375526.390625 
160,375512.74609375 
170,375442.93359375 
180,375439.3359375 
190,375468.671875 
200,375492.54296875 
210,375490.69921875 
220,375370.77734375 
230,375318.55859375 
240,375382.15625 
250,375428.0390625 
260,375434.4375 
270,375439.3125 
280,375188.37109375 
290,375091.24609375 
300,375206.359375 
310,375329.80859375 
320,375358.734375 
330,375346.86328125 
340,374888.81640625 
350,374707.7421875 
360,374927.8125 
370,375174.78515625 
380,375240.14453125 
390,375243.58984375 
400,375243.953125 
410,374737.30859375 
420,374043.20703125 
430,373447.47265625 
440,374324.82421875 
450,374821.81640625 
460,374959.05078125 
470,374992.75390625 
480,374849.0625 
490,373875.0859375 
500,372989.80859375 
510,372959.9375 
520,374425.828125 
530,374840.5390625 
