time,load@tsung_controller@ip-172-31-17-231 
0,0.0390625 
10,0.0390625 
20,0.0390625 
30,0.0390625 
40,0.0390625 
50,0.0390625 
60,0.0390625 
70,0.0390625 
80,0.0390625 
90,0.0390625 
100,0.0390625 
110,0.0390625 
120,0.0390625 
130,0.0390625 
140,0.078125 
150,0.078125 
160,0.078125 
170,0.078125 
180,0.078125 
190,0.109375 
200,0.109375 
210,0.109375 
220,0.109375 
230,0.140625 
240,0.140625 
250,0.140625 
260,0.140625 
270,0.140625 
280,0.140625 
290,0.140625 
300,0.33984375 
310,0.44140625 
320,0.44140625 
330,0.44140625 
340,0.44140625 
350,0.44140625 
360,0.44140625 
370,0.46875 
380,1.16015625 
390,1.16015625 
400,1.16015625 
410,1.16015625 
420,1.16015625 
430,1.16015625 
440,1.16015625 
450,2.33984375 
460,2.66015625 
470,3.01171875 
480,3.01171875 
490,3.01171875 
497,3.01171875 
