time,size_sent,size_rcv 
0,22.47578125,272.26015625 
10,83.98359375,1094.2421875 
20,109.9140625,1571.3328125 
30,115.0390625,1631.46953125 
40,147.44140625,1856.52265625 
50,239.2671875,3042.83359375 
60,304.40625,3952.13515625 
70,318.8140625,4111.29296875 
80,372.41328125,4491.91953125 
90,593.5890625,6949.36484375 
100,725.4140625,9214.1703125 
110,749.81015625,9770.78984375 
120,772.40234375,10001.14609375 
130,1093.53359375,13389.6109375 
140,1506.8328125,20461.4078125 
150,1608.33671875,22491.16171875 
160,1632.35390625,22842.778125 
170,1671.15703125,23327.4390625 
180,2365.97421875,30514.80625 
190,3127.2484375,43738.5359375 
200,3355.52421875,49123.2546875 
210,3385.63203125,49762.34921875 
220,3506.57578125,50782.80625 
230,4736.56484375,65162.08046875 
240,6237.38515625,93305.521875 
250,6717.2421875,104184.41171875 
260,6784.30234375,105491.7125 
270,6794.41015625,105677.58203125 
280,7838.5640625,115412.15703125 
290,11165.8171875,169378.440625 
300,12994.70703125,217413.8484375 
310,13407.63046875,228306.93203125 
320,13455.1859375,229066.19140625 
330,13458.22890625,229089.58046875 
340,13458.22890625,229089.58046875 
350,13793.16953125,232383.51015625 
360,18689.88125,304082.64609375 
370,24809.25859375,467501.2828125 
380,26640.06015625,541390.615625 
390,26862.14765625,546678.55625 
400,26888.7296875,547330.8890625 
410,26890.4609375,547341.0734375 
420,26890.4609375,547341.0734375 
430,31270.23203125,594591.56796875 
440,44262.23984375,908551.01875 
450,51796.10390625,1318232.82578125 
460,53769.7546875,1505868.68203125 
470,54043.91640625,1512741.12265625 
480,54073.7296875,1513069.73046875 
490,54078.33515625,1513095.26484375 
497,54078.33515625,1513095.26484375 
