time,users_count,finish_users_count 
0,2.1,0 
10,0.9,1.1 
20,0,1.3 
30,0,0.6 
40,2.5,0 
50,3.1,1.5 
60,0,2.8 
70,0,1.3 
80,5.9,0.1 
90,5.9,2.7 
100,0,5.9 
110,0,2.9 
120,6,0.2 
130,15.9,1.8 
140,2.1,11.3 
150,0,7.9 
160,0,2.5 
170,12.1,0.5 
180,33.1,4.7 
190,2.8,21.7 
200,0,17.7 
210,0,3.2 
220,23.4,0.7 
230,60.5,7.5 
240,8.5,43.4 
250,0,33.3 
260,0,7.3 
270,0,0.9 
280,105,3 
290,77.1,52 
300,0,83.3 
310,0,38.1 
320,0,5.2 
330,0,0.5 
340,0,0 
350,87.1,0 
360,245.8,32.8 
370,33.9,167.8 
380,0,135 
390,0,27.3 
400,0,3.6 
410,0,0.3 
420,0,0 
430,420.9,6.8 
440,319.4,180.5 
450,0,338.1 
460,0,177.9 
470,0,32.8 
480,0,3.6 
490,0,0.6 
497,0,0 
