time,request,connect 
0,6.5,2.1 
10,13.8,0.9 
20,5.9,0 
30,1.2,0 
40,9,2.3 
50,22.5,3.3 
60,14.3,0 
70,3.4,0 
80,16.2,5.5 
90,52.7,6.3 
100,29.2,0 
110,5.5,0 
120,9.8,5.6 
130,80.9,16 
140,91.7,2.4 
150,23.4,0 
160,5.5,0 
170,18.8,11.4 
180,174.5,33.5 
190,168.6,3.1 
200,51.5,0 
210,6.8,0 
220,45.7,23.3 
230,312.1,60.5 
240,334,8.6 
250,109,0 
260,15.8,0 
270,2.4,0 
280,306.7,101.1 
290,782.8,81 
300,407,0 
310,94.2,0 
320,11.3,0 
330,0.7,0 
340,0,0 
350,139.2,79.8 
360,1241.1,246.9 
370,1366.7,40.1 
380,416.3,0 
390,51.8,0 
400,6.3,0 
410,0.4,0 
420,0,0 
430,1268.2,415.5 
440,3015.1,324.8 
450,1679.8,0 
460,476.5,0 
470,64.7,0 
480,7,0 
490,1.1,0 
497,0,0 
