time,request,connect 
0,8.204,1.05 
10,7.604,0.962 
20,7.604,0.962 
30,7.604,0.962 
40,7.377,0.962 
50,6.305,0.962 
60,6.305,0.962 
70,6.305,0.962 
80,5.864,0.901 
90,5.864,0.901 
100,5.493,0.901 
110,5.493,0.901 
120,5.493,0.901 
130,5.493,0.733 
140,5.287,0.733 
150,5.287,0.733 
160,5.287,0.733 
170,5.287,0.733 
180,4.66,0.641 
190,4.66,0.634 
200,4.66,0.634 
210,4.66,0.634 
220,4.66,0.634 
230,4.573,0.589 
240,4.46,0.589 
250,4.46,0.589 
260,4.46,0.589 
270,4.46,0.589 
280,4.46,0.589 
290,4.46,0.589 
300,4.46,0.589 
310,4.46,0.589 
320,4.46,0.589 
330,4.46,0.589 
340,4.46,0.589 
350,4.46,0.589 
360,4.46,0.494 
370,4.46,0.494 
380,4.46,0.494 
390,4.46,0.494 
400,4.46,0.494 
410,4.46,0.494 
420,4.46,0.494 
430,4.46,0.485 
440,4.46,0.485 
450,4.46,0.485 
460,4.46,0.485 
470,4.46,0.485 
480,4.46,0.485 
490,4.46,0.485 
497,4.46,0.485 
