time,recvpackets@tsung_controller@ip-172-31-17-231 
10,471 
20,992.0 
30,406.0 
40,66.0 
50,567.0 
60,1411.0 
70,905.0 
80,239.0 
90,974.0 
100,3065.0 
110,2026.0 
120,506.0 
130,649.0 
140,4946.0 
150,7085.0 
160,1655.0 
170,266.0 
180,1546.0 
190,10153.0 
200,13273.0 
210,4236.0 
220,557.0 
230,3066.0 
240,20154.0 
250,28218.0 
260,8704.0 
270,1089.0 
280,83.0 
290,20434.0 
300,63208.0 
310,39803.0 
320,8419.0 
330,473.0 
340,310.0 
350,16.0 
360,11081.0 
370,103198.0 
380,157814.0 
390,53693.0 
400,3678.0 
410,491.0 
420,17.0 
430,1.0 
440,95120.0 
450,375437.0 
460,388939.0 
470,99255.0 
480,3828.0 
490,341.0 
497,26.0 
