time,recvpackets@tsung_controller@ip-172-31-17-231 
10,471 
20,992 
30,992 
40,992 
50,992 
60,1411 
70,1411 
80,1411 
90,1411 
100,3065 
110,3065 
120,3065 
130,3065 
140,4946 
150,7085 
160,7085 
170,7085 
180,7085 
190,10153 
200,13273 
210,13273 
220,13273 
230,13273 
240,20154 
250,28218 
260,28218 
270,28218 
280,28218 
290,28218 
300,63208 
310,63208 
320,63208 
330,63208 
340,63208 
350,63208 
360,63208 
370,103198 
380,157814 
390,157814 
400,157814 
410,157814 
420,157814 
430,157814 
440,157814 
450,375437 
460,388939 
470,388939 
480,388939 
490,388939 
497,388939 
