time,request,connect 
0,211.312,10.278 
10,294.241,10.278 
20,294.241,10.278 
30,294.241,10.278 
40,294.241,10.278 
50,294.241,10.278 
60,294.241,10.278 
70,294.241,10.278 
80,294.241,14.77 
90,294.241,14.77 
100,294.241,14.77 
110,294.241,14.77 
120,294.241,14.77 
130,294.241,14.77 
140,711.506,14.77 
150,711.506,14.77 
160,711.506,14.77 
170,711.506,14.77 
180,711.506,21.347 
190,711.506,21.347 
200,711.506,21.347 
210,711.506,21.347 
220,711.506,21.347 
230,711.506,21.347 
240,711.506,21.347 
250,711.506,21.347 
260,711.506,21.347 
270,711.506,21.347 
280,711.506,21.347 
290,711.506,31.918 
300,711.506,31.918 
310,711.506,31.918 
320,711.506,31.918 
330,711.506,31.918 
340,711.506,31.918 
350,711.506,31.918 
360,711.506,31.918 
370,711.506,31.918 
380,711.506,31.918 
390,711.506,31.918 
400,711.506,31.918 
410,711.506,31.918 
420,711.506,31.918 
430,747.833,31.918 
440,3812.424,31.918 
450,9773.126,31.918 
460,9773.126,31.918 
470,9773.126,31.918 
480,9773.126,31.918 
490,9773.126,31.918 
497,9773.126,31.918 
