time,users_count,finish_users_count 
0,21,0 
10,30,11 
20,30,24 
30,30,30 
40,55,30 
50,86,45 
60,86,73 
70,86,86 
80,145,87 
90,204,114 
100,204,173 
110,204,202 
120,264,204 
130,423,222 
140,444,335 
150,444,414 
160,444,439 
170,565,444 
180,896,491 
190,924,708 
200,924,885 
210,924,917 
220,1158,924 
230,1763,999 
240,1848,1433 
250,1848,1766 
260,1848,1839 
270,1848,1848 
280,2898,1878 
290,3669,2398 
300,3669,3231 
310,3669,3612 
320,3669,3664 
330,3669,3669 
340,3669,3669 
350,4540,3669 
360,6998,3997 
370,7337,5675 
380,7337,7025 
390,7337,7298 
400,7337,7334 
410,7337,7337 
420,7337,7337 
430,11546,7405 
440,14740,9210 
450,14740,12591 
460,14740,14370 
470,14740,14698 
480,14740,14734 
490,14740,14740 
497,14740,14740 
