time,size_sent,size_rcv 
0,22.47578125,272.26015625 
10,61.5078125,821.98203125 
20,25.93046875,477.090625 
30,5.125,60.13671875 
40,32.40234375,225.053125 
50,91.82578125,1186.3109375 
60,65.1390625,909.3015625 
70,14.4078125,159.1578125 
80,53.59921875,380.6265625 
90,221.17578125,2457.4453125 
100,131.825,2264.80546875 
110,24.39609375,556.61953125 
120,22.5921875,230.35625 
130,321.13125,3388.46484375 
140,413.29921875,7071.796875 
150,101.50390625,2029.75390625 
160,24.0171875,351.61640625 
170,38.803125,484.6609375 
180,694.8171875,7187.3671875 
190,761.27421875,13223.7296875 
200,228.27578125,5384.71875 
210,30.1078125,639.09453125 
220,120.94375,1020.45703125 
230,1229.9890625,14379.27421875 
240,1500.8203125,28143.44140625 
250,479.85703125,10878.88984375 
260,67.06015625,1307.30078125 
270,10.1078125,185.86953125 
280,1044.15390625,9734.575 
290,3327.253125,53966.28359375 
300,1828.88984375,48035.4078125 
310,412.9234375,10893.08359375 
320,47.55546875,759.259375 
330,3.04296875,23.3890625 
340,0,0 
350,334.940625,3293.9296875 
360,4896.71171875,71699.1359375 
370,6119.37734375,163418.63671875 
380,1830.8015625,73889.3328125 
390,222.0875,5287.940625 
400,26.58203125,652.3328125 
410,1.73125,10.184375 
420,0,0 
430,4379.77109375,47250.49453125 
440,12992.0078125,313959.45078125 
450,7533.8640625,409681.80703125 
460,1973.65078125,187635.85625 
470,274.16171875,6872.440625 
480,29.81328125,328.6078125 
490,4.60546875,25.534375 
497,0,0 
