time,request,connect 
0,5.183,1.231 
10,5.183,1.231 
20,5.183,1.231 
30,5.183,1.231 
40,5.183,1.13 
50,5.019,1.109 
60,4.696,1.109 
70,4.696,1.109 
80,4.696,1.109 
90,4.696,1.109 
100,4.402,0.966 
110,4.402,0.965 
120,4.402,0.965 
130,4.402,0.965 
140,4.402,0.965 
150,4.402,0.965 
160,4.374,0.869 
170,4.374,0.869 
180,4.374,0.869 
190,4.374,0.869 
200,4.374,0.869 
210,4.354,0.809 
220,4.354,0.809 
230,4.354,0.809 
240,4.354,0.809 
250,4.354,0.809 
260,4.228,0.744 
270,4.228,0.744 
280,4.228,0.744 
290,4.228,0.744 
300,4.228,0.744 
310,4.228,0.744 
320,4.228,0.744 
330,4.228,0.744 
340,0.617,0.744 
350,0.617,0.744 
360,0.617,0.744 
370,0.617,0.744 
380,0.617,0.744 
390,0.617,0.744 
398,0.617,0.744 
