time,users,connected 
0,18,18 
10,24,-2 
20,24,-10 
30,24,-5 
40,24,9 
50,42,32 
60,47,-19 
70,47,-18 
80,47,-4 
90,47,-1 
100,54,53 
110,102,37 
120,102,-62 
130,102,-26 
140,102,-1 
150,102,47 
160,191,141 
170,200,-81 
180,200,-82 
190,200,-25 
200,200,85 
210,374,285 
220,395,-150 
230,395,-167 
240,395,-46 
250,395,-6 
260,532,500 
270,881,293 
280,881,-529 
290,881,-232 
300,881,-32 
310,881,-1 
320,881,-1 
330,996,950 
340,1845,855 
350,1845,-528 
360,1845,-930 
370,1845,-295 
380,1845,-51 
390,1845,-1 
398,1845,0 
